col1 col2 weight
YJL098W YBR011C 288
YJL098W YBR214W 672
YJL098W YBR225W 651
YJL098W YCR082W 198
YJL098W YDL001W 651
YJL098W YDL047W 771
YJL098W YDL229W 168
YJL098W YDR293C 288
YJL098W YER132C 651
YJL098W YFR048W 651
YJL098W YGL197W 698
YJL098W YGR090W 288
YJL098W YGR161C 607
YJL098W YGR252W 158
YJL098W YJR121W 314
YJL098W YLR096W 339
YJL098W YLR274W 218
YJL098W YLR310C 651
YJL098W YOR267C 616
YJL098W YPL012W 289
YJL098W YPL049C 611
YJL098W YPR040W 651
YJL099W YBR023C 908
YJL099W YDR079W 196
YJL099W YDR517W 608
YJL099W YER031C 297
YJL099W YKR027W 560
YJL099W YLR330W 919
YJL099W YLR424W 180
YJL099W YMR237W 607
YJL099W YOR299W 738
YJL099W YPL242C 220
YJL100W YLR305C 358
YJL100W YOR181W 445
YJL100W YPL040C 196
YJL101C YAL012W 80
YJL101C YBR127C 560
YJL101C YGL184C 132
YJL101C YGR155W 57
YJL101C YPL226W 636
YJL102W YAL005C 143
YJL102W YCR071C 57
YJL102W YDR388W 288
YJL102W YIR013C 196
YJL102W YLL022C 288
YJL102W YOL031C 60
YJL102W YOR151C 57
YJL104W YGL187C 271
YJL104W YGR033C 324
YJL104W YIL022W 585
YJL104W YJL054W 324
YJL104W YJL143W 585
YJL104W YJR121W 143
YJL104W YKR065C 300
YJL104W YLR008C 913
YJL104W YML054C 560
YJL104W YNL328C 498
YJL104W YNR017W 585
YJL104W YNR041C 57
YJL104W YOR232W 84
YJL104W YPL063W 339
YJL104W YPL098C 59
YJL105W YCR084C 292
YJL105W YDR254W 646
YJL106W YJR094C 581
YJL106W YMR001C 294
YJL107C YDR332W 662
YJL107C YER152C 196
YJL107C YJR091C 662
YJL107C YOR265W 662
YJL109C YBL004W 808
YJL109C YBL072C 800
YJL109C YBR031W 657
YJL109C YBR048W 800
YJL109C YBR181C 800
YJL109C YBR189W 591
YJL109C YBR247C 852
YJL109C YCL031C 927
YJL109C YCL059C 927
YJL109C YCR031C 800
YJL109C YCR057C 930
YJL109C YDL014W 925
YJL109C YDL148C 800
YJL109C YDL153C 959
YJL109C YDL208W 565
YJL109C YDL213C 687
YJL109C YDR025W 800
YJL109C YDR060W 565
YJL109C YDR064W 914
YJL109C YDR280W 565
YJL109C YDR299W 167
YJL109C YDR324C 959
YJL109C YDR339C 800
YJL109C YDR365C 290
YJL109C YDR398W 959
YJL109C YDR447C 282
YJL109C YDR449C 934
YJL109C YEL026W 800
YJL109C YEL055C 808
YJL109C YER082C 959
YJL109C YER102W 800
YJL109C YER127W 959
YJL109C YER131W 288
YJL109C YGL120C 150
YJL109C YGR090W 914
YJL109C YGR128C 959
YJL109C YGR145W 800
YJL109C YGR158C 205
YJL109C YGR195W 660
YJL109C YHR052W 74
YJL109C YHR148W 918
YJL109C YHR196W 959
YJL109C YHR203C 928
YJL109C YIL019W 851
YJL109C YJL010C 287
YJL109C YJL069C 936
YJL109C YJL190C 925
YJL109C YJR002W 959
YJL109C YJR123W 800
YJL109C YJR145C 925
YJL109C YKL099C 800
YJL109C YKR060W 800
YJL109C YLL011W 918
YJL109C YLR075W 282
YJL109C YLR129W 800
YJL109C YLR150W 218
YJL109C YLR175W 112
YJL109C YLR186W 925
YJL109C YLR197W 928
YJL109C YLR222C 920
YJL109C YLR340W 56
YJL109C YLR409C 918
YJL109C YLR441C 850
YJL109C YML024W 282
YJL109C YML093W 959
YJL109C YMR093W 959
YJL109C YMR125W 197
YJL109C YMR143W 800
YJL109C YMR229C 921
YJL109C YMR290C 309
YJL109C YNL075W 959
YJL109C YNL132W 800
YJL109C YNR054C 329
YJL109C YOL010W 851
YJL109C YOL120C 282
YJL109C YOR078W 913
YJL109C YOR096W 800
YJL109C YOR145C 800
YJL109C YOR310C 959
YJL109C YOR369C 800
YJL109C YPL043W 565
YJL109C YPL081W 800
YJL109C YPL090C 800
YJL109C YPL126W 959
YJL109C YPL217C 927
YJL109C YPL266W 291
YJL109C YPR112C 291
YJL109C YPR137W 930
YJL109C YPR144C 959
YJL110C YJR066W 296
YJL110C YKR034W 358
YJL110C YKR081C 289
YJL110C YMR043W 651
YJL110C YNL021W 339
YJL110C YOR290C 102
YJL110C YPL004C 288
YJL111W YAL005C 84
YJL111W YBL075C 56
YJL111W YBR198C 198
YJL111W YDL143W 851
YJL111W YDL229W 56
YJL111W YDR188W 923
YJL111W YDR212W 855
YJL111W YFL037W 89
YJL111W YFL039C 585
YJL111W YGL190C 143
YJL111W YGL194C 240
YJL111W YIL142W 930
YJL111W YJL008C 800
YJL111W YJL014W 913
YJL111W YJR064W 800
YJL111W YLL024C 57
YJL111W YMR028W 738
YJL111W YNL209W 56
YJL111W YNL212W 683
YJL111W YOR212W 83
YJL111W YOR281C 726
YJL111W YPL165C 651
YJL112W YIL065C 913
YJL112W YKR036C 585
YJL112W YLL001W 585
YJL115W YBL002W 290
YJL115W YBL003C 290
YJL115W YBL008W 585
YJL115W YBL023C 198
YJL115W YBL025W 289
YJL115W YBR009C 672
YJL115W YBR010W 808
YJL115W YBR109C 287
YJL115W YBR198C 290
YJL115W YBR215W 633
YJL115W YBR245C 536
YJL115W YBR289W 445
YJL115W YCR052W 198
YJL115W YCR086W 204
YJL115W YDL002C 199
YJL115W YDL042C 581
YJL115W YDL106C 289
YJL115W YDR081C 588
YJL115W YDR097C 219
YJL115W YDR110W 218
YJL115W YDR121W 206
YJL115W YDR145W 290
YJL115W YDR167W 290
YJL115W YDR181C 588
YJL115W YDR190C 198
YJL115W YDR267C 289
YJL115W YDR303C 198
YJL115W YDR310C 219
YJL115W YDR356W 198
YJL115W YDR362C 204
YJL115W YEL007W 289
YJL115W YEL036C 289
YJL115W YER148W 296
YJL115W YER164W 198
YJL115W YFL013C 199
YJL115W YFL036W 198
YJL115W YFL039C 220
YJL115W YFR005C 288
YJL115W YFR028C 198
YJL115W YFR037C 296
YJL115W YGL013C 199
YJL115W YGL019W 218
YJL115W YGL058W 296
YJL115W YGL112C 290
YJL115W YGL113W 289
YJL115W YGL133W 219
YJL115W YGL150C 218
YJL115W YGL201C 198
YJL115W YGL237C 289
YJL115W YGR047C 214
YJL115W YGR071C 211
YJL115W YGR180C 738
YJL115W YGR246C 218
YJL115W YGR275W 198
YJL115W YHR056C 198
YJL115W YHR099W 290
YJL115W YHR186C 198
YJL115W YIL035C 211
YJL115W YIL070C 612
YJL115W YIL121W 289
YJL115W YIL126W 536
YJL115W YIL130W 198
YJL115W YIR002C 289
YJL115W YJL026W 612
YJL115W YJL065C 289
YJL115W YJL076W 198
YJL115W YJL081C 219
YJL115W YJL176C 198
YJL115W YJR066W 445
YJL115W YJR140C 720
YJL115W YKL058W 218
YJL115W YKL064W 289
YJL115W YKL125W 289
YJL115W YKR008W 198
YJL115W YKR010C 211
YJL115W YLL002W 908
YJL115W YLL004W 218
YJL115W YLR025W 199
YJL115W YLR033W 198
YJL115W YLR052W 201
YJL115W YLR095C 198
YJL115W YLR141W 289
YJL115W YLR347C 211
YJL115W YLR357W 198
YJL115W YLR403W 289
YJL115W YLR410W 445
YJL115W YML010W 290
YJL115W YML032C 585
YJL115W YML043C 198
YJL115W YML065W 220
YJL115W YML102W 560
YJL115W YML127W 198
YJL115W YMR033W 198
YJL115W YMR091C 208
YJL115W YMR110C 289
YJL115W YMR127C 588
YJL115W YMR233W 211
YJL115W YMR270C 198
YJL115W YNL030W 585
YJL115W YNL031C 735
YJL115W YNL039W 218
YJL115W YNL059C 204
YJL115W YNL113W 218
YJL115W YNL189W 211
YJL115W YNL206C 297
YJL115W YNR023W 219
YJL115W YOL012C 498
YJL115W YOL086W-A 289
YJL115W YOL090W 334
YJL115W YOR038C 585
YJL115W YOR039W 204
YJL115W YOR061W 218
YJL115W YOR110W 216
YJL115W YOR141C 358
YJL115W YOR189W 204
YJL115W YOR213C 334
YJL115W YOR257W 290
YJL115W YOR279C 216
YJL115W YOR295W 198
YJL115W YOR304W 219
YJL115W YOR330C 198
YJL115W YPL082C 324
YJL115W YPL116W 220
YJL115W YPL122C 219
YJL115W YPL124W 198
YJL115W YPL127C 198
YJL115W YPL128C 219
YJL115W YPL129W 219
YJL115W YPL153C 959
YJL115W YPL235W 198
YJL115W YPR018W 560
YJL115W YPR034W 220
YJL115W YPR052C 289
YJL115W YPR137C-B 204
YJL115W YPR162C 220
YJL115W YPR204W 198
YJL117W YBR106W 536
YJL117W YDL095W 293
YJL117W YER110C 288
YJL117W YGL030W 209
YJL117W YGL103W 158
YJL117W YGR060W 288
YJL117W YHL001W 288
YJL117W YHR020W 197
YJL117W YJR045C 186
YJL117W YKL180W 197
YJL117W YLR304C 288
YJL117W YML123C 498
YJL117W YMR134W 808
YJL117W YPL220W 210
YJL118W YKL093W 289
YJL120W YER007W 196
YJL121C YBR117C 292
YJL121C YGR194C 73
YJL121C YGR256W 291
YJL121C YHR183W 291
YJL121C YPR074C 292
YJL122W YBR191W 208
YJL122W YBR267W 319
YJL122W YCR072C 285
YJL122W YDR101C 765
YJL122W YER006W 285
YJL122W YER126C 208
YJL122W YER165W 208
YJL122W YGR103W 285
YJL122W YGR245C 285
YJL122W YHR170W 285
YJL122W YHR197W 285
YJL122W YKR081C 273
YJL122W YLR074C 208
YJL122W YLR340W 208
YJL122W YMR308C 647
YJL122W YNR053C 285
YJL122W YPL093W 319
YJL122W YPL146C 285
YJL122W YPL169C 208
YJL122W YPR102C 208
YJL123C YBR159W 289
YJL123C YER148W 288
YJL123C YFR030W 289
YJL123C YGR028W 738
YJL123C YNL136W 289
YJL123C YNL330C 289
YJL123C YOL109W 289
YJL124C YBL004W 289
YJL124C YBL026W 959
YJL124C YBR236C 57
YJL124C YCR024C-A 266
YJL124C YCR077C 959
YJL124C YDL160C 696
YJL124C YDL175C 753
YJL124C YDR037W 607
YJL124C YDR378C 959
YJL124C YEL015W 585
YJL124C YER112W 959
YJL124C YER146W 959
YJL124C YER165W 706
YJL124C YGL173C 808
YJL124C YHR052W 288
YJL124C YJR022W 808
YJL124C YKL204W 56
YJL124C YLR003C 266
YJL124C YLR438C-A 959
YJL124C YMR080C 603
YJL124C YNL118C 629
YJL124C YNL147W 959
YJL124C YOL139C 706
YJL124C YOL149W 599
YJL124C YOR109W 266
YJL124C YOR147W 266
YJL124C YOR320C 737
YJL124C YPL152W 753
YJL124C YPL178W 70
YJL124C YPR182W 445
YJL125C YDR381W 199
YJL125C YER030W 289
YJL125C YFL052W 196
YJL125C YHR099W 220
YJL125C YJR066W 288
YJL125C YML024W 198
YJL125C YNL062C 959
YJL125C YOR096W 198
YJL125C YOR201C 143
YJL127C YBL002W 198
YJL127C YBL003C 198
YJL127C YBL023C 286
YJL127C YBR009C 536
YJL127C YBR215W 280
YJL127C YBR245C 217
YJL127C YCR052W 219
YJL127C YDR190C 220
YJL127C YDR303C 286
YJL127C YEL032W 300
YJL127C YEL056W 300
YJL127C YFR037C 215
YJL127C YGL201C 218
YJL127C YGR275W 286
YJL127C YHR056C 199
YJL127C YIL126W 215
YJL127C YJL076W 220
YJL127C YKR008W 218
YJL127C YLR033W 652
YJL127C YLR321C 633
YJL127C YLR357W 229
YJL127C YML127W 286
YJL127C YMR033W 210
YJL127C YMR091C 214
YJL127C YOL012C 220
YJL127C YOR038C 300
YJL127C YPL001W 339
YJL127C YPL082C 435
YJL127C YPL235W 218
YJL128C YBL016W 324
YJL128C YBR047W 196
YJL128C YCR073C 498
YJL128C YDL006W 646
YJL128C YDR162C 646
YJL128C YDR381W 218
YJL128C YEL026W 288
YJL128C YEL034W 289
YJL128C YER118C 581
YJL128C YFL039C 199
YJL128C YGR040W 536
YJL128C YJR009C 288
YJL128C YKR048C 289
YJL128C YLR006C 599
YJL128C YLR058C 289
YJL128C YLR113W 599
YJL128C YLR362W 536
YJL128C YNL098C 358
YJL128C YNR031C 599
YJL128C YOL059W 288
YJL128C YPL106C 143
YJL129C YKL142W 289
YJL129C YNL175C 289
YJL129C YOR196C 649
YJL130C YAL005C 296
YJL130C YCR024C-A 276
YJL130C YDL042C 143
YJL130C YER120W 192
YJL130C YER133W 207
YJL130C YFL016C 143
YJL130C YGL234W 57
YJL130C YHL004W 289
YJL130C YIR007W 288
YJL130C YJR109C 662
YJL130C YKL106W 143
YJL130C YKL150W 143
YJL130C YLR216C 296
YJL130C YMR080C 498
YJL130C YMR304W 570
YJL130C YNL064C 143
YJL130C YNL071W 218
YJL130C YOR027W 290
YJL130C YOR303W 662
YJL130C YPR035W 57
YJL131C YBR221C 662
YJL131C YHR142W 196
YJL131C YPR161C 288
YJL132W YER012W 289
YJL134W YER019W 143
YJL134W YGL053W 196
YJL134W YHL003C 723
YJL134W YKL008C 698
YJL134W YKR053C 808
YJL134W YMR165C 102
YJL134W YOR171C 560
YJL135W YER082C 196
YJL135W YGL057C 314
YJL136C YBR079C 64
YJL136C YCR077C 57
YJL136C YDL216C 79
YJL136C YDR172W 56
YJL136C YFR004W 56
YJL136C YIL133C 276
YJL136C YKL180W 60
YJL136C YKR057W 808
YJL136C YKR094C 57
YJL136C YLR029C 60
YJL136C YLR075W 58
YJL136C YML105C 57
YJL136C YMR309C 60
YJL136C YNL284C 59
YJL136C YOR056C 60
YJL136C YOR168W 60
YJL136C YOR261C 57
YJL137C YBR126C 445
YJL137C YFR015C 808
YJL137C YKR058W 358
YJL137C YLR258W 808
YJL137C YMR212C 196
YJL137C YPR034W 288
YJL138C YBR135W 288
YJL138C YBR283C 288
YJL138C YDL160C 288
YJL138C YDR021W 590
YJL138C YDR129C 288
YJL138C YDR166C 288
YJL138C YDR239C 590
YJL138C YEL030W 288
YJL138C YER036C 546
YJL138C YER110C 288
YJL138C YGL049C 430
YJL138C YGR041W 590
YJL138C YGR103W 218
YJL138C YGR162W 952
YJL138C YHL014C 288
YJL138C YHR169W 56
YJL138C YIL103W 287
YJL138C YJR007W 218
YJL138C YJR140C 288
YJL138C YKR059W 919
YJL138C YLL039C 289
YJL138C YLR023C 590
YJL138C YLR249W 218
YJL138C YLR380W 288
YJL138C YMR083W 288
YJL138C YNL250W 288
YJL138C YOL013C 289
YJL138C YOL139C 288
YJL138C YOR287C 293
YJL139C YDR434W 296
YJL140W YBL026W 581
YJL140W YBR079C 329
YJL140W YBR154C 959
YJL140W YDL108W 300
YJL140W YDL115C 667
YJL140W YDL140C 959
YJL140W YDR079C-A 800
YJL140W YDR311W 800
YJL140W YDR404C 959
YJL140W YDR432W 581
YJL140W YDR460W 800
YJL140W YER139C 808
YJL140W YER148W 800
YJL140W YER171W 800
YJL140W YGL043W 912
YJL140W YGL070C 959
YJL140W YGR005C 925
YJL140W YGR063C 659
YJL140W YGR186W 849
YJL140W YHL021C 589
YJL140W YHR143W-A 959
YJL140W YIL021W 959
YJL140W YIL143C 800
YJL140W YJR035W 800
YJL140W YKL028W 800
YJL140W YKL058W 800
YJL140W YKL139W 300
YJL140W YKR062W 800
YJL140W YLR005W 800
YJL140W YML010W 633
YJL140W YMR277W 300
YJL140W YMR309C 329
YJL140W YNL112W 143
YJL140W YNL251C 339
YJL140W YNL312W 88
YJL140W YOL005C 959
YJL140W YOL145C 87
YJL140W YOR151C 959
YJL140W YOR194C 800
YJL140W YOR210W 959
YJL140W YOR224C 959
YJL140W YPL122C 800
YJL140W YPL129W 908
YJL140W YPR056W 800
YJL140W YPR086W 930
YJL140W YPR187W 959
YJL141C YER165W 143
YJL141C YER177W 498
YJL141C YFR050C 213
YJL141C YJL164C 560
YJL141C YKL166C 300
YJL141C YLL013C 112
YJL141C YOR197W 196
YJL141C YPL203W 300
YJL141C YPL247C 637
YJL143W YGL187C 808
YJL143W YGR033C 348
YJL143W YIL022W 585
YJL143W YJL064W 314
YJL143W YJL104W 585
YJL143W YJR045C 808
YJL143W YKR065C 610
YJL143W YLR008C 585
YJL143W YML054C 560
YJL143W YNR017W 808
YJL143W YPL063W 598
YJL144W YMR012W 289
YJL146W YDR006C 296
YJL146W YGR028W 702
YJL146W YHR029C 641
YJL146W YPL154C 293
YJL147C YLR222C 646
YJL148W YAL038W 143
YJL148W YBL047C 289
YJL148W YBR154C 945
YJL148W YDR026C 582
YJL148W YDR156W 928
YJL148W YDR170C 289
YJL148W YGL120C 660
YJL148W YHR143W-A 800
YJL148W YJL207C 288
YJL148W YJR063W 959
YJL148W YKL182W 201
YJL148W YLR249W 199
YJL148W YNL113W 942
YJL148W YNL248C 959
YJL148W YOL041C 288
YJL148W YOR210W 851
YJL148W YOR224C 833
YJL148W YOR340C 959
YJL148W YOR341W 959
YJL148W YPL231W 293
YJL148W YPR010C 959
YJL148W YPR110C 959
YJL148W YPR187W 942
YJL149W YDL132W 626
YJL149W YDR328C 808
YJL149W YGR048W 649
YJL149W YIL156W 289
YJL149W YLR368W 343
YJL149W YML088W 343
YJL149W YOL133W 285
YJL149W YPR117W 289
YJL152W YOR281C 808
YJL153C YJL190C 196
YJL154C YHR012W 808
YJL154C YHR070W 288
YJL154C YJL036W 297
YJL154C YJL053W 720
YJL154C YKL195W 662
YJL154C YMR004W 706
YJL154C YOR048C 612
YJL154C YOR069W 808
YJL154C YOR132W 808
YJL154C YOR357C 560
YJL154C YPL070W 662
YJL155C YER003C 76
YJL155C YLR345W 808
YJL155C YOR283W 667
YJL156C YFR029W 560
YJL157C YAL040C 581
YJL157C YAL041W 560
YJL157C YBR160W 808
YJL157C YBR200W 560
YJL157C YLR229C 296
YJL157C YMR199W 581
YJL157C YMR205C 220
YJL157C YPL256C 808
YJL158C YJR030C 196
YJL158C YLR226W 196
YJL159W YBL044W 314
YJL159W YBR064W 314
YJL159W YDL023C 314
YJL159W YFL037W 662
YJL159W YJL008C 662
YJL159W YML085C 289
YJL159W YNL321W 196
YJL162C YAL005C 56
YJL162C YDL229W 56
YJL162C YLL024C 56
YJL162C YLR197W 295
YJL162C YNL064C 56
YJL162C YPL059W 196
YJL164C YBR028C 99
YJL164C YDR028C 619
YJL164C YDR099W 585
YJL164C YER177W 585
YJL164C YGL014W 56
YJL164C YHR205W 498
YJL164C YIL033C 808
YJL164C YJL005W 309
YJL164C YJL141C 560
YJL164C YKL166C 778
YJL164C YLR275W 288
YJL164C YLR310C 560
YJL164C YPL203W 808
YJL165C YER021W 288
YJL166W Q0105 912
YJL166W YBL045C 959
YJL166W YDL067C 105
YJL166W YDR119W-A 300
YJL166W YDR529C 800
YJL166W YEL024W 800
YJL166W YFR033C 800
YJL166W YGL187C 808
YJL166W YGL191W 808
YJL166W YGR183C 800
YJL166W YHR024C 60
YJL166W YHR051W 96
YJL166W YLR038C 128
YJL166W YMR256C 60
YJL166W YOR065W 853
YJL166W YPR191W 913
YJL167W YBR003W 358
YJL167W YPL069C 581
YJL168C YAR003W 285
YJL168C YBL003C 219
YJL168C YBL021C 199
YJL168C YBR009C 498
YJL168C YBR010W 297
YJL168C YBR082C 121
YJL168C YBR112C 358
YJL168C YBR175W 285
YJL168C YBR189W 189
YJL168C YBR245C 266
YJL168C YCL011C 289
YJL168C YDL140C 585
YJL168C YDR381W 288
YJL168C YDR440W 498
YJL168C YDR469W 285
YJL168C YDR510W 170
YJL168C YEL055C 660
YJL168C YER065C 289
YJL168C YER165W 143
YJL168C YFL024C 56
YJL168C YFR028C 220
YJL168C YGL019W 588
YJL168C YGL173C 358
YJL168C YGL194C 285
YJL168C YGR090W 605
YJL168C YGR198W 660
YJL168C YHR119W 536
YJL168C YHR152W 309
YJL168C YIL035C 660
YJL168C YJR119C 300
YJL168C YKR081C 288
YJL168C YLR015W 285
YJL168C YLR449W 588
YJL168C YML074C 626
YJL168C YMR075W 560
YJL168C YMR224C 81
YJL168C YNL021W 262
YJL168C YNL030W 498
YJL168C YNL031C 581
YJL168C YNL178W 218
YJL168C YNL262W 57
YJL168C YNL330C 498
YJL168C YOL012C 560
YJL168C YOL068C 285
YJL168C YOR156C 111
YJL168C YOR244W 116
YJL168C YOR293W 288
YJL168C YPL073C 196
YJL168C YPL138C 285
YJL168C YPL153C 58
YJL168C YPL235W 218
YJL170C YER153C 196
YJL172W YCL008C 581
YJL172W YGR285C 196
YJL172W YLR167W 581
YJL173C YAR007C 655
YJL173C YBR136W 608
YJL173C YCL063W 314
YJL173C YCR092C 289
YJL173C YDL102W 143
YJL173C YDL156W 700
YJL173C YDR097C 636
YJL173C YER104W 600
YJL173C YHR164C 662
YJL173C YJR043C 211
YJL173C YLR347C 275
YJL173C YML032C 615
YJL173C YMR234W 628
YJL173C YNL312W 808
YJL174W YOR194C 196
YJL176C YAL009W 599
YJL176C YBL008W 649
YJL176C YBL038W 565
YJL176C YBR009C 291
YJL176C YBR081C 126
YJL176C YBR159W 291
YJL176C YBR289W 721
YJL176C YCR052W 83
YJL176C YCR052W 83
YJL176C YCR052W 83
YJL176C YDR073W 607
YJL176C YDR096W 632
YJL176C YDR224C 632
YJL176C YER111C 219
YJL176C YFL049W 662
YJL176C YGL071W 632
YJL176C YGL237C 632
YJL176C YGR056W 93
YJL176C YGR140W 632
YJL176C YGR252W 358
YJL176C YGR275W 555
YJL176C YHL025W 662
YJL176C YHR193C 266
YJL176C YJL004C 291
YJL176C YJL115W 198
YJL176C YJL207C 291
YJL176C YKL062W 217
YJL176C YLR039C 652
YJL176C YML007W 296
YJL176C YMR033W 609
YJL176C YMR037C 207
YJL176C YMR072W 143
YJL176C YNL027W 291
YJL176C YNL207W 698
YJL176C YNR023W 662
YJL176C YNR023W 662
YJL176C YNR023W 662
YJL176C YOR038C 581
YJL176C YOR290C 645
YJL176C YOR290C 645
YJL176C YOR290C 645
YJL176C YPL016W 662
YJL176C YPL129W 309
YJL176C YPR018W 217
YJL176C YPR034W 334
YJL177W YBL051C 168
YJL177W YBR216C 168
YJL177W YBR260C 168
YJL177W YCR046C 60
YJL177W YDL003W 168
YJL177W YDL005C 168
YJL177W YDL130W 131
YJL177W YDL137W 168
YJL177W YDR060W 93
YJL177W YDR194C 168
YJL177W YDR292C 64
YJL177W YER036C 123
YJL177W YFL016C 168
YJL177W YGL111W 358
YJL177W YGR103W 294
YJL177W YGR218W 81
YJL177W YHR085W 115
YJL177W YHR117W 168
YJL177W YHR193C 205
YJL177W YIL090W 205
YJL177W YIL133C 276
YJL177W YKL065C 168
YJL177W YKL172W 71
YJL177W YKL180W 808
YJL177W YKR081C 324
YJL177W YKR094C 81
YJL177W YLL039C 189
YJL177W YLR074C 143
YJL177W YLR281C 60
YJL177W YML059C 168
YJL177W YMR124W 192
YJL177W YMR194W 107
YJL177W YMR229C 358
YJL177W YMR302C 205
YJL177W YNL002C 277
YJL177W YNL110C 787
YJL177W YNR053C 143
YJL177W YOL120C 71
YJL177W YPR025C 168
YJL177W YPR086W 168
YJL178C YDL149W 560
YJL178C YLR431C 787
YJL179W YBL034C 170
YJL179W YDL143W 220
YJL179W YEL003W 662
YJL179W YGL061C 314
YJL179W YGR078C 662
YJL179W YLR200W 662
YJL179W YML094W 662
YJL179W YNL153C 662
YJL179W YOR380W 196
YJL179W YPL018W 198
YJL180C YBL099W 358
YJL180C YEL024W 289
YJL180C YIL098C 637
YJL180C YJR121W 289
YJL180C YKL054C 582
YJL180C YNL315C 662
YJL182C YGL070C 192
YJL183W YAL023C 57
YJL183W YBR106W 612
YJL183W YCR043C 662
YJL183W YDL095W 55
YJL183W YDR245W 702
YJL183W YEL036C 702
YJL183W YGL167C 631
YJL183W YGR132C 613
YJL183W YGR231C 611
YJL183W YJR075W 728
YJL183W YJR143C 58
YJL183W YML075C 284
YJL183W YPL050C 702
YJL184W YCR098C 196
YJL184W YDL104C 83
YJL184W YGR262C 808
YJL184W YKR038C 808
YJL184W YKR095W-A 884
YJL184W YML036W 808
YJL184W YOR117W 583
YJL185C YBL078C 560
YJL185C YDR329C 585
YJL185C YMR204C 196
YJL185C YPR049C 585
YJL187C YAL041W 296
YJL187C YBR133C 445
YJL187C YBR160W 560
YJL187C YBR200W 305
YJL187C YFR028C 808
YJL187C YMR001C 620
YJL187C YNL094W 212
YJL187C YPL001W 288
YJL187C YPL031C 64
YJL187C YPR119W 808
YJL189W YAL035W 800
YJL189W YBL027W 800
YJL189W YBL072C 800
YJL189W YBL087C 800
YJL189W YBL092W 800
YJL189W YBR031W 800
YJL189W YBR048W 800
YJL189W YBR084C-A 800
YJL189W YBR118W 334
YJL189W YBR181C 800
YJL189W YBR191W 800
YJL189W YBR283C 800
YJL189W YCR031C 800
YJL189W YDL061C 800
YJL189W YDL075W 908
YJL189W YDL081C 800
YJL189W YDL082W 800
YJL189W YDL083C 800
YJL189W YDL133C-A 800
YJL189W YDL136W 800
YJL189W YDL184C 800
YJL189W YDL191W 800
YJL189W YDR012W 800
YJL189W YDR025W 800
YJL189W YDR064W 800
YJL189W YDR086C 800
YJL189W YDR385W 800
YJL189W YDR418W 800
YJL189W YDR447C 800
YJL189W YDR450W 800
YJL189W YEL054C 800
YJL189W YER019C-A 800
YJL189W YER056C-A 800
YJL189W YER074W 800
YJL189W YER102W 800
YJL189W YER117W 800
YJL189W YER126C 800
YJL189W YER131W 800
YJL189W YER165W 498
YJL189W YFR031C-A 800
YJL189W YFR032C-A 800
YJL189W YGL030W 800
YJL189W YGL031C 800
YJL189W YGL076C 800
YJL189W YGL099W 800
YJL189W YGL103W 800
YJL189W YGL123W 800
YJL189W YGL135W 800
YJL189W YGL147C 800
YJL189W YGL189C 800
YJL189W YGR027C 800
YJL189W YGR085C 800
YJL189W YGR118W 800
YJL189W YGR148C 800
YJL189W YGR214W 800
YJL189W YHL001W 800
YJL189W YHL015W 800
YJL189W YHL033C 800
YJL189W YHR010W 800
YJL189W YHR141C 800
YJL189W YHR203C 800
YJL189W YIL018W 800
YJL189W YIL069C 800
YJL189W YIL133C 800
YJL189W YIL148W 800
YJL189W YJL190C 800
YJL189W YJL191W 800
YJL189W YJR094W-A 800
YJL189W YJR123W 800
YJL189W YJR145C 800
YJL189W YKL006W 800
YJL189W YKL009W 800
YJL189W YKL156W 800
YJL189W YKL180W 800
YJL189W YKR057W 800
YJL189W YKR081C 848
YJL189W YKR084C 800
YJL189W YKR094C 800
YJL189W YLR009W 800
YJL189W YLR029C 800
YJL189W YLR061W 800
YJL189W YLR075W 800
YJL189W YLR167W 800
YJL189W YLR185W 800
YJL189W YLR264W 800
YJL189W YLR287C-A 800
YJL189W YLR325C 800
YJL189W YLR340W 800
YJL189W YLR344W 800
YJL189W YLR388W 800
YJL189W YLR406C 560
YJL189W YLR441C 800
YJL189W YML024W 800
YJL189W YML026C 800
YJL189W YML073C 800
YJL189W YML109W 196
YJL189W YMR143W 800
YJL189W YMR194W 800
YJL189W YMR242C 800
YJL189W YNL002C 800
YJL189W YNL069C 800
YJL189W YNL162W 800
YJL189W YNL178W 800
YJL189W YNL301C 800
YJL189W YNL302C 800
YJL189W YOL039W 800
YJL189W YOL040C 800
YJL189W YOL120C 800
YJL189W YOL121C 800
YJL189W YOL127W 800
YJL189W YOR063W 800
YJL189W YOR096W 800
YJL189W YOR133W 800
YJL189W YOR167C 800
YJL189W YOR182C 800
YJL189W YOR293W 800
YJL189W YOR312C 800
YJL189W YOR369C 800
YJL189W YPL081W 800
YJL189W YPL090C 800
YJL189W YPL131W 800
YJL189W YPL143W 800
YJL189W YPL198W 800
YJL189W YPL220W 800
YJL189W YPR043W 800
YJL189W YPR080W 334
YJL189W YPR102C 800
YJL189W YPR132W 800
YJL190C YAL035W 821
YJL190C YBL027W 800
YJL190C YBL072C 800
YJL190C YBL087C 800
YJL190C YBL092W 800
YJL190C YBR021W 196
YJL190C YBR031W 800
YJL190C YBR048W 800
YJL190C YBR079C 853
YJL190C YBR084C-A 800
YJL190C YBR119W 64
YJL190C YBR181C 800
YJL190C YBR191W 800
YJL190C YBR247C 850
YJL190C YCL059C 859
